RECORD_ID,RECORD_TYPE,PARAMETER,V7_REFERENCE,CURRENT_VALUE,UNIT,SOURCE_ID,REPOSITORY_PATH,COMMIT_SHA,SOURCE_SHA256,SOURCE_REVISION,ORIGINAL_AUDIT_STATUS,CANONICAL_CLASSIFICATION,EVIDENCE_CLASS,CONFIDENCE,ENGINEERING_PURPOSE,MISSING_INFORMATION,DEPENDENCY,RISK,NEXT_REQUIRED_EVIDENCE,CONFLICT_ID,RADE_MAY_USE,RADE_MAY_MODIFY,RADE_MUST_NOT_ASSUME,NORMALIZATION_NOTE
K-0264,PARAMETER,Ixz,200,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Torso/head guidance mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0265,PARAMETER,Iyz,200,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Torso/head guidance mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0266,PARAMETER,principal moments,200,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Torso/head guidance mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0267,PARAMETER,principal axes,200,,dimensionless/frame,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Torso/head guidance mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0268,PARAMETER,B-Rep volume,210,66714.33605270136,mm3,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MODEL_DERIVED,MODEL_ONLY,GEOMETRY_VOLUME,High,Mass-properties precursor,Density/material identity is not authoritative; volume is not mass.,Material identity + density,High,Controlled material and independent mass measurement,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0269,PARAMETER,component mass,210,,kg,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0270,PARAMETER,component CG X,210,,mm,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0271,PARAMETER,component CG Y,210,,mm,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0272,PARAMETER,component CG Z,210,,mm,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0273,PARAMETER,Ixx,210,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0274,PARAMETER,Iyy,210,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0275,PARAMETER,Izz,210,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0276,PARAMETER,Ixy,210,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0277,PARAMETER,Ixz,210,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0278,PARAMETER,Iyz,210,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0279,PARAMETER,principal moments,210,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0280,PARAMETER,principal axes,210,,dimensionless/frame,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Sensor/trigger interface mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0281,PARAMETER,B-Rep volume,J,101787.60197630928,mm3,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MODEL_DERIVED,MODEL_ONLY,GEOMETRY_VOLUME,High,Mass-properties precursor,Density/material identity is not authoritative; volume is not mass.,Material identity + density,High,Controlled material and independent mass measurement,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0282,PARAMETER,component mass,J,,kg,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0283,PARAMETER,component CG X,J,,mm,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0284,PARAMETER,component CG Y,J,,mm,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0285,PARAMETER,component CG Z,J,,mm,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0286,PARAMETER,Ixx,J,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0287,PARAMETER,Iyy,J,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0288,PARAMETER,Izz,J,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0289,PARAMETER,Ixy,J,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0290,PARAMETER,Ixz,J,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0291,PARAMETER,Iyz,J,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0292,PARAMETER,principal moments,J,,kg·mm²,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0293,PARAMETER,principal axes,J,,dimensionless/frame,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Hinge/pivot/joint hardware mass property,No authoritative controlled value. Mass blocked by material/density; CG/inertia depend on mass distribution and frame.,Material specification + controlled geometry + metrology,Critical,"Material identity, density, weighed mass, CG/inertia measurement or controlled derivation",,NO,NO,YES,
K-0294,PARAMETER,total seat mass,SYSTEM,,kg,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Assembly mass properties,Assembly values are null; no density-based promotion permitted.,Controlled materials + measurement/validated derivation,Critical,Release controlled mass-properties report,,NO,NO,YES,
K-0295,PARAMETER,total CG X,SYSTEM,,mm,V7_R5_MASS,V7_ENGINEERING_R5/V7_MASS_CG_INERTIA_R5.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,7a7247d25c7c48743bf962f83a8a754f05a0b1f8b993e487433451657bd90228,V7-RC-005,MISSING,MISSING,ABSENT_VALUE,None,Assembly mass properties,Assembly values are null; no density-based promotion permitted.,Controlled materials + measurement/validated derivation,Critical,Release controlled mass-properties report,,NO,NO,YES,
